customer_id,last_purchase_date,frequency,monetary,recency,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Type
12416.0,2010-02-21 10:19:00,1,202.56,657,1,1,1,111,3,At Risk
12417.0,2011-12-06 14:52:00,20,6816.91,3,5,5,5,555,15,Top Customer
12418.0,2011-08-19 11:08:00,4,2021.2,113,3,3,4,334,10,Loyal Customer
12419.0,2010-11-19 10:04:00,2,503.01,386,2,2,2,222,6,Needs Attention
12420.0,2011-10-07 08:55:00,1,600.39,64,3,1,2,312,6,Needs Attention
12421.0,2011-11-24 09:07:00,6,1098.6,16,5,4,3,543,12,Loyal Customer
12422.0,2011-09-05 09:48:00,17,5231.8,96,3,5,5,355,13,Top Customer
12423.0,2011-12-09 10:10:00,10,2622.39,1,5,5,4,554,14,Top Customer
12424.0,2011-06-30 12:06:00,4,3340.03,163,3,3,5,335,11,Loyal Customer
12425.0,2011-09-22 17:31:00,2,1741.41,78,3,2,4,324,9,Loyal Customer
12426.0,2011-05-29 12:26:00,2,1345.21,195,2,2,4,224,8,Needs Attention
12427.0,2011-11-18 08:56:00,3,1129.3,22,4,3,3,433,10,Loyal Customer
12428.0,2011-11-14 08:22:00,9,7956.46,26,4,5,5,455,14,Top Customer
12429.0,2011-11-30 17:22:00,8,7485.91,9,5,4,5,545,14,Top Customer
12430.0,2011-10-27 15:09:00,1,256.4,43,4,1,1,411,6,Needs Attention
12431.0,2011-11-04 11:55:00,27,10857.97,36,4,5,5,455,14,Top Customer
12432.0,2011-10-28 11:43:00,5,5059.32,43,4,4,5,445,13,Top Customer
12433.0,2011-12-09 10:02:00,10,20581.26,1,5,5,5,555,15,Top Customer
12434.0,2011-09-16 12:38:00,3,1103.43,85,3,3,3,333,9,Loyal Customer
12435.0,2011-09-21 09:06:00,6,13925.93,80,3,4,5,345,12,Loyal Customer
12436.0,2011-09-01 12:09:00,1,509.01000000000005,100,3,1,2,312,6,Needs Attention
12437.0,2011-12-08 11:35:00,39,12683.4,2,5,5,5,555,15,Top Customer
12438.0,2011-11-25 13:28:00,2,2906.85,14,5,2,4,524,11,Loyal Customer
12439.0,2010-01-26 12:11:00,2,1158.18,683,1,2,3,123,6,Needs Attention
12440.0,2010-09-03 13:11:00,2,859.2,462,1,2,3,123,6,Needs Attention
12441.0,2010-12-08 10:45:00,1,347.1,367,2,1,2,212,5,Needs Attention
12442.0,2011-12-06 14:22:00,1,172.06,3,5,1,1,511,7,Needs Attention
12443.0,2009-12-07 15:42:00,1,485.31,732,1,1,2,112,4,At Risk
12444.0,2011-11-18 13:23:00,5,5005.46,21,4,4,5,445,13,Top Customer
12445.0,2011-11-17 18:43:00,2,434.98,22,4,2,2,422,8,Needs Attention
12446.0,2011-10-13 12:50:00,1,1002.3100000000001,58,4,1,3,413,8,Needs Attention
12447.0,2011-04-10 13:25:00,1,476.49,243,2,1,2,212,5,Needs Attention
12448.0,2011-10-26 13:46:00,1,449.45,44,4,1,2,412,7,Needs Attention
12449.0,2011-11-17 13:46:00,6,4835.89,22,4,4,5,445,13,Top Customer
12450.0,2011-07-06 14:41:00,5,688.2,156,3,4,3,343,10,Loyal Customer
12451.0,2011-11-29 08:40:00,8,12669.88,11,5,4,5,545,14,Top Customer
12452.0,2011-11-23 10:28:00,2,430.57,17,5,2,2,522,9,Loyal Customer
12453.0,2011-07-28 14:08:00,1,707.09,134,3,1,3,313,7,Needs Attention
12454.0,2011-10-14 17:13:00,5,16679.78,56,4,4,5,445,13,Top Customer
12455.0,2011-09-27 15:31:00,10,5879.95,73,3,5,5,355,13,Top Customer
12456.0,2011-10-26 14:41:00,3,3181.04,44,4,3,5,435,12,Loyal Customer
12457.0,2011-10-04 13:13:00,8,2995.91,66,3,4,5,345,12,Loyal Customer
12458.0,2011-09-29 15:25:00,4,1777.49,71,3,3,4,334,10,Loyal Customer
12459.0,2010-04-13 14:53:00,1,454.36,605,1,1,2,112,4,At Risk
12460.0,2010-09-09 13:51:00,1,326.65,456,1,1,2,112,4,At Risk
12461.0,2011-09-06 16:57:00,2,826.88,94,3,2,3,323,8,Needs Attention
12462.0,2011-11-21 09:11:00,2,1189.59,19,5,2,3,523,10,Loyal Customer
12463.0,2011-10-17 13:44:00,4,1344.78,53,4,3,4,434,11,Loyal Customer
12464.0,2011-11-29 13:33:00,8,1212.05,10,5,4,3,543,12,Loyal Customer
12465.0,2011-11-22 16:34:00,2,742.1899999999999,17,5,2,3,523,10,Loyal Customer
12466.0,2010-01-26 16:26:00,1,56.73,682,1,1,1,111,3,At Risk
12467.0,2010-10-12 15:41:00,1,132.8,423,1,1,1,111,3,At Risk
12468.0,2011-06-05 11:36:00,5,3670.74,188,3,4,5,345,12,Loyal Customer
12469.0,2010-07-05 12:40:00,2,3070.54,523,1,2,5,125,8,Needs Attention
12470.0,2010-01-19 11:01:00,1,211.95,690,1,1,1,111,3,At Risk
12471.0,2011-12-07 15:43:00,79,39963.79,2,5,5,5,555,15,Top Customer
12472.0,2011-11-07 14:01:00,19,17880.59,32,4,5,5,455,14,Top Customer
12473.0,2011-11-10 13:46:00,5,3938.55,29,4,4,5,445,13,Top Customer
12474.0,2011-11-22 14:39:00,31,12424.45,17,5,5,5,555,15,Top Customer
12475.0,2011-10-17 10:10:00,2,1149.64,54,4,2,3,423,9,Loyal Customer
12476.0,2011-11-24 12:40:00,23,14115.41,16,5,5,5,555,15,Top Customer
12477.0,2011-11-17 09:51:00,9,20276.37,23,4,5,5,455,14,Top Customer
12478.0,2011-12-06 09:56:00,1,680.99,4,5,1,3,513,9,Loyal Customer
12479.0,2011-11-28 13:26:00,1,527.2,11,5,1,2,512,8,Needs Attention
12480.0,2011-11-11 14:52:00,7,5464.85,28,4,4,5,445,13,Top Customer
12481.0,2011-11-17 08:29:00,15,12361.39,23,4,5,5,455,14,Top Customer
12482.0,2010-05-12 16:51:00,29,23691.4,576,1,5,5,155,11,Loyal Customer
12483.0,2011-11-22 17:02:00,19,5120.58,17,5,5,5,555,15,Top Customer
12484.0,2011-11-07 11:37:00,12,6370.15,33,4,5,5,455,14,Top Customer
12485.0,2010-06-28 15:22:00,1,708.1,529,1,1,3,113,5,Needs Attention
12486.0,2010-10-04 12:14:00,1,1037.28,432,1,1,3,113,5,Needs Attention
12487.0,2009-12-09 11:36:00,1,285.29999999999995,731,1,1,1,111,3,At Risk
12488.0,2011-11-30 08:50:00,3,1298.66,10,5,3,4,534,12,Loyal Customer
12489.0,2011-01-07 13:13:00,1,334.93,336,2,1,2,212,5,Needs Attention
12490.0,2011-12-04 16:07:00,21,9823.64,5,5,5,5,555,15,Top Customer
12491.0,2011-11-01 12:18:00,1,460.40000000000003,39,4,1,2,412,7,Needs Attention
12492.0,2011-10-07 15:15:00,3,715.21,63,3,3,3,333,9,Loyal Customer
12493.0,2011-06-27 10:17:00,2,433.74,166,3,2,2,322,7,Needs Attention
12494.0,2011-11-24 09:34:00,9,1872.8700000000001,16,5,5,4,554,14,Top Customer
12495.0,2010-03-09 10:53:00,1,357.4,641,1,1,2,112,4,At Risk
12496.0,2010-03-29 14:06:00,2,54.09,620,1,2,1,121,4,At Risk
12497.0,2011-09-19 12:29:00,3,6248.5,82,3,3,5,335,11,Loyal Customer
12498.0,2011-11-18 12:53:00,3,403.70000000000005,21,4,3,2,432,9,Loyal Customer
12499.0,2010-05-28 15:12:00,1,393.72,560,1,1,2,112,4,At Risk
12500.0,2011-11-16 16:20:00,19,5955.21,23,4,5,5,455,14,Top Customer
12501.0,2011-01-07 12:28:00,1,2169.39,337,2,1,4,214,7,Needs Attention
12502.0,2011-09-05 11:52:00,5,3723.87,96,3,4,5,345,12,Loyal Customer
12503.0,2010-05-04 13:59:00,1,1126.0,584,1,1,3,113,5,Needs Attention
12504.0,2011-11-21 16:02:00,4,779.05,18,5,3,3,533,11,Loyal Customer
12505.0,2010-10-27 09:18:00,1,955.2,409,2,1,3,213,6,Needs Attention
12506.0,2011-04-21 08:54:00,1,73.5,233,2,1,1,211,4,At Risk
12507.0,2011-07-28 17:09:00,4,1844.06,134,3,3,4,334,10,Loyal Customer
12508.0,2011-11-13 15:37:00,2,398.27,26,4,2,2,422,8,Needs Attention
12509.0,2011-02-28 14:45:00,1,176.5,284,2,1,1,211,4,At Risk
12510.0,2011-07-20 10:15:00,9,5178.02,143,3,5,5,355,13,Top Customer
12511.0,2010-10-07 10:39:00,1,3084.02,429,1,1,5,115,7,Needs Attention
12512.0,2011-10-04 14:55:00,2,138.03,66,3,2,1,321,6,Needs Attention
12513.0,2011-08-19 10:51:00,1,612.29,113,3,1,2,312,6,Needs Attention
12514.0,2011-03-17 16:38:00,2,1597.76,267,2,2,4,224,8,Needs Attention
12515.0,2010-12-21 15:43:00,1,383.7,353,2,1,2,212,5,Needs Attention
12516.0,2011-09-23 09:13:00,4,2648.62,78,3,3,4,334,10,Loyal Customer
12517.0,2011-11-11 14:04:00,5,2502.84,28,4,4,4,444,12,Loyal Customer
12518.0,2011-12-09 10:13:00,5,2056.89,1,5,4,4,544,13,Top Customer
12519.0,2011-10-07 09:26:00,2,726.54,64,3,2,3,323,8,Needs Attention
12520.0,2011-09-21 15:23:00,5,2634.26,79,3,4,4,344,11,Loyal Customer
12521.0,2011-07-20 10:51:00,1,599.68,143,3,1,2,312,6,Needs Attention
12522.0,2011-10-31 15:30:00,2,192.72,39,4,2,1,421,7,Needs Attention
12523.0,2011-11-20 12:55:00,23,4372.15,19,5,5,5,555,15,Top Customer
12524.0,2011-11-30 15:31:00,17,11126.11,9,5,5,5,555,15,Top Customer
12525.0,2010-07-29 16:08:00,3,973.73,498,1,3,3,133,7,Needs Attention
12526.0,2011-12-09 12:09:00,3,1316.66,1,5,3,4,534,12,Loyal Customer
12527.0,2011-09-19 11:55:00,5,735.51,82,3,4,3,343,10,Loyal Customer
12528.0,2011-11-30 14:40:00,6,1933.48,9,5,4,4,544,13,Top Customer
12529.0,2010-06-29 13:10:00,1,316.48,528,1,1,2,112,4,At Risk
12530.0,2011-10-11 12:34:00,9,3759.26,60,3,5,5,355,13,Top Customer
12531.0,2011-11-25 11:12:00,2,1933.2,15,5,2,4,524,11,Loyal Customer
12532.0,2011-11-09 13:47:00,1,349.83000000000004,30,4,1,2,412,7,Needs Attention
12533.0,2010-03-22 10:56:00,2,1367.89,628,1,2,4,124,7,Needs Attention
12534.0,2011-08-01 10:26:00,1,1089.18,131,3,1,3,313,7,Needs Attention
12535.0,2011-09-09 08:48:00,2,716.35,92,3,2,3,323,8,Needs Attention
12536.0,2011-10-27 14:20:00,3,12601.83,43,4,3,5,435,12,Loyal Customer
12537.0,2010-10-27 08:36:00,1,732.94,409,2,1,3,213,6,Needs Attention
12538.0,2011-11-10 17:16:00,2,640.45,29,4,2,3,423,9,Loyal Customer
12539.0,2011-11-17 13:30:00,7,11214.75,22,4,4,5,445,13,Top Customer
12540.0,2011-11-20 11:31:00,33,22254.49,20,4,5,5,455,14,Top Customer
12541.0,2011-11-10 10:40:00,3,981.18,30,4,3,3,433,10,Loyal Customer
12542.0,2010-08-12 19:12:00,2,481.88,484,1,2,2,122,5,Needs Attention
12543.0,2010-09-17 15:51:00,1,980.25,448,1,1,3,113,5,Needs Attention
12544.0,2011-11-03 16:15:00,1,372.7,36,4,1,2,412,7,Needs Attention
12545.0,2011-09-25 13:39:00,2,1000.39,75,3,2,3,323,8,Needs Attention
12546.0,2011-10-24 12:09:00,2,1161.5,47,4,2,3,423,9,Loyal Customer
12547.0,2011-05-26 12:38:00,3,383.58,198,2,3,2,232,7,Needs Attention
12548.0,2011-06-26 15:35:00,1,95.19999999999999,166,3,1,1,311,5,Needs Attention
12549.0,2010-05-13 12:05:00,6,1575.68,576,1,4,4,144,9,Loyal Customer
12550.0,2011-09-21 14:35:00,1,964.83,79,3,1,3,313,7,Needs Attention
12551.0,2010-12-17 11:23:00,1,168.0,358,2,1,1,211,4,At Risk
12552.0,2011-11-01 10:02:00,2,437.82,39,4,2,2,422,8,Needs Attention
12553.0,2011-12-01 16:38:00,12,4608.75,8,5,5,5,555,15,Top Customer
12554.0,2010-09-17 12:29:00,1,468.5,449,1,1,2,112,4,At Risk
12555.0,2010-01-26 16:26:00,1,129.23,682,1,1,1,111,3,At Risk
12556.0,2011-10-20 13:06:00,2,603.71,50,4,2,2,422,8,Needs Attention
12557.0,2011-11-23 16:59:00,8,18716.14,16,5,4,5,545,14,Top Customer
12558.0,2011-12-02 10:41:00,1,269.96,8,5,1,1,511,7,Needs Attention
12559.0,2011-02-02 09:49:00,2,561.71,311,2,2,2,222,6,Needs Attention
12560.0,2011-12-04 13:54:00,3,2134.01,5,5,3,4,534,12,Loyal Customer
12561.0,2011-02-10 11:39:00,1,238.85,303,2,1,1,211,4,At Risk
12562.0,2011-12-01 17:20:00,9,4966.92,8,5,5,5,555,15,Top Customer
12563.0,2010-10-27 09:52:00,1,249.23999999999998,409,2,1,1,211,4,At Risk
12564.0,2011-03-23 14:55:00,1,456.9,261,2,1,2,212,5,Needs Attention
12565.0,2011-02-24 10:34:00,1,145.92,289,2,1,1,211,4,At Risk
12566.0,2011-09-14 14:30:00,1,351.65,86,3,1,2,312,6,Needs Attention
12567.0,2011-11-17 11:02:00,15,13709.86,23,4,5,5,455,14,Top Customer
12568.0,2010-03-05 09:15:00,1,70.0,645,1,1,1,111,3,At Risk
12569.0,2011-12-07 16:24:00,32,4124.69,2,5,5,5,555,15,Top Customer
12570.0,2010-01-26 17:28:00,1,77.52,682,1,1,1,111,3,At Risk
12571.0,2011-10-31 10:19:00,2,519.61,40,4,2,2,422,8,Needs Attention
12572.0,2011-12-01 09:20:00,2,1020.42,9,5,2,3,523,10,Loyal Customer
12573.0,2011-04-26 15:52:00,5,717.41,227,2,4,3,243,9,Loyal Customer
12574.0,2011-01-28 09:20:00,1,218.45000000000002,316,2,1,1,211,4,At Risk
12575.0,2010-09-08 13:09:00,2,622.8199999999999,457,1,2,3,123,6,Needs Attention
12576.0,2011-11-04 10:11:00,8,2142.72,36,4,4,4,444,12,Loyal Customer
12577.0,2011-11-04 13:24:00,8,1653.75,35,4,4,4,444,12,Loyal Customer
12578.0,2011-11-18 13:30:00,4,4642.45,21,4,3,5,435,12,Loyal Customer
12579.0,2011-09-22 17:15:00,1,440.42,78,3,1,2,312,6,Needs Attention
12580.0,2011-04-07 10:24:00,2,1052.9,247,2,2,3,223,7,Needs Attention
12581.0,2011-10-31 08:56:00,1,197.71,40,4,1,1,411,6,Needs Attention
12582.0,2011-04-15 08:45:00,4,1980.4,239,2,3,4,234,9,Loyal Customer
12583.0,2011-12-07 08:07:00,27,14447.44,3,5,5,5,555,15,Top Customer
12584.0,2011-12-06 09:35:00,9,2338.15,4,5,5,4,554,14,Top Customer
12585.0,2011-04-19 13:39:00,2,2040.1,234,2,2,4,224,8,Needs Attention
12586.0,2011-11-22 16:24:00,4,2062.67,17,5,3,4,534,12,Loyal Customer
12587.0,2011-12-02 12:47:00,1,144.0,8,5,1,1,511,7,Needs Attention
12588.0,2011-10-31 15:01:00,4,958.78,39,4,3,3,433,10,Loyal Customer
12589.0,2011-11-11 10:19:00,8,4695.66,29,4,4,5,445,13,Top Customer
12590.0,2011-05-12 14:52:00,2,9864.26,211,2,2,5,225,9,Loyal Customer
12591.0,2011-01-26 14:35:00,3,1352.15,317,2,3,4,234,9,Loyal Customer
12592.0,2011-09-08 15:04:00,5,2582.66,92,3,4,4,344,11,Loyal Customer
12593.0,2011-08-23 12:43:00,3,418.09999999999997,109,3,3,2,332,8,Needs Attention
12594.0,2011-11-02 12:20:00,15,5090.11,38,4,5,5,455,14,Top Customer
12595.0,2010-07-23 09:10:00,1,299.02,505,1,1,2,112,4,At Risk
12596.0,2011-10-19 13:02:00,2,618.27,51,4,2,3,423,9,Loyal Customer
12597.0,2011-11-20 13:33:00,4,3811.22,19,5,3,5,535,13,Top Customer
12598.0,2011-11-30 12:18:00,11,4534.09,10,5,5,5,555,15,Top Customer
12599.0,2011-11-10 13:34:00,13,2296.72,29,4,5,4,454,13,Top Customer
12600.0,2011-11-11 10:29:00,21,5043.92,29,4,5,5,455,14,Top Customer
12601.0,2011-06-03 10:17:00,6,681.26,190,2,4,3,243,9,Loyal Customer
12602.0,2011-10-12 11:22:00,1,153.12,59,4,1,1,411,6,Needs Attention
12603.0,2011-11-18 10:42:00,1,739.1999999999999,22,4,1,3,413,8,Needs Attention
12604.0,2011-09-21 14:08:00,2,254.18,79,3,2,1,321,6,Needs Attention
12605.0,2010-11-28 14:18:00,4,1232.95,376,2,3,3,233,8,Needs Attention
12606.0,2010-01-26 16:23:00,1,21.0,682,1,1,1,111,3,At Risk
12607.0,2011-10-10 16:06:00,1,1579.51,60,3,1,4,314,8,Needs Attention
12608.0,2010-10-31 10:49:00,1,415.79,405,2,1,2,212,5,Needs Attention
12609.0,2011-09-22 16:34:00,9,3435.86,78,3,5,5,355,13,Top Customer
12610.0,2011-11-17 09:34:00,5,2099.54,23,4,4,4,444,12,Loyal Customer
12611.0,2011-10-18 13:12:00,1,1193.32,52,4,1,3,413,8,Needs Attention
12612.0,2011-09-26 15:35:00,1,704.0400000000001,74,3,1,3,313,7,Needs Attention
12613.0,2011-10-13 14:59:00,10,6835.07,57,4,5,5,455,14,Top Customer
12614.0,2011-03-07 10:22:00,1,315.6,278,2,1,2,212,5,Needs Attention
12615.0,2011-12-07 15:02:00,8,5740.98,2,5,4,5,545,14,Top Customer
12616.0,2011-09-05 15:17:00,3,1131.1,95,3,3,3,333,9,Loyal Customer
12617.0,2011-11-10 14:39:00,1,355.53,29,4,1,2,412,7,Needs Attention
12618.0,2011-11-18 11:10:00,1,177.31,22,4,1,1,411,6,Needs Attention
12619.0,2011-11-23 14:52:00,10,3781.38,16,5,5,5,555,15,Top Customer
12620.0,2011-11-25 10:20:00,3,1339.41,15,5,3,4,534,12,Loyal Customer
12621.0,2011-12-08 11:25:00,35,24775.81,2,5,5,5,555,15,Top Customer
12622.0,2011-04-21 16:39:00,1,180.1,232,2,1,1,211,4,At Risk
12623.0,2011-03-08 13:50:00,7,3747.84,276,2,4,5,245,11,Loyal Customer
12624.0,2011-08-25 15:04:00,2,641.13,106,3,2,3,323,8,Needs Attention
12625.0,2011-05-12 09:54:00,4,5164.88,212,2,3,5,235,10,Loyal Customer
12626.0,2011-11-16 16:06:00,9,6620.48,23,4,5,5,455,14,Top Customer
12627.0,2011-11-29 12:07:00,7,4478.53,11,5,4,5,545,14,Top Customer
12628.0,2011-12-05 13:15:00,3,786.46,4,5,3,3,533,11,Loyal Customer
12629.0,2010-11-19 09:18:00,2,1558.22,386,2,2,4,224,8,Needs Attention
12630.0,2011-11-30 10:48:00,2,1270.88,10,5,2,4,524,11,Loyal Customer
12631.0,2011-10-13 13:53:00,6,3481.57,57,4,4,5,445,13,Top Customer
12632.0,2010-07-07 09:39:00,2,804.88,521,1,2,3,123,6,Needs Attention
12633.0,2011-10-12 11:40:00,7,5678.16,59,4,4,5,445,13,Top Customer
12634.0,2010-06-22 10:05:00,2,490.0,536,1,2,2,122,5,Needs Attention
12635.0,2011-09-11 11:04:00,4,2930.41,90,3,3,4,334,10,Loyal Customer
12636.0,2009-12-01 09:55:00,1,141.0,739,1,1,1,111,3,At Risk
12637.0,2011-10-03 13:46:00,12,8340.31,67,3,5,5,355,13,Top Customer
12638.0,2011-11-06 13:11:00,2,921.49,33,4,2,3,423,9,Loyal Customer
12639.0,2011-04-15 12:48:00,3,1312.3700000000001,239,2,3,4,234,9,Loyal Customer
12640.0,2011-11-16 11:52:00,3,1174.58,24,4,3,3,433,10,Loyal Customer
12641.0,2011-08-16 13:26:00,1,185.9,115,3,1,1,311,5,Needs Attention
12642.0,2011-11-14 15:03:00,3,1013.26,25,4,3,3,433,10,Loyal Customer
12643.0,2011-08-03 12:56:00,12,8350.42,128,3,5,5,355,13,Top Customer
12644.0,2011-08-02 10:33:00,4,1918.49,130,3,3,4,334,10,Loyal Customer
12645.0,2011-11-06 12:38:00,8,3539.3,34,4,4,5,445,13,Top Customer
12646.0,2011-12-05 10:14:00,2,1346.97,5,5,2,4,524,11,Loyal Customer
12647.0,2011-11-17 12:56:00,36,17924.35,22,4,5,5,455,14,Top Customer
12648.0,2011-07-08 11:55:00,4,1112.0,155,3,3,3,333,9,Loyal Customer
12649.0,2011-08-24 14:41:00,8,2294.65,107,3,4,4,344,11,Loyal Customer
12650.0,2011-12-06 16:34:00,1,314.44,3,5,1,2,512,8,Needs Attention
12651.0,2011-01-09 12:46:00,4,377.75,335,2,3,2,232,7,Needs Attention
12652.0,2011-01-12 15:00:00,2,1017.03,331,2,2,3,223,7,Needs Attention
12653.0,2011-07-14 10:41:00,3,4160.83,149,3,3,5,335,11,Loyal Customer
12654.0,2011-11-29 10:10:00,5,601.98,11,5,4,2,542,11,Loyal Customer
12655.0,2010-10-12 09:17:00,1,261.35,424,1,1,1,111,3,At Risk
12656.0,2011-11-22 13:42:00,8,6407.83,17,5,4,5,545,14,Top Customer
12657.0,2011-11-28 15:47:00,4,1643.18,11,5,3,4,534,12,Loyal Customer
12658.0,2011-11-21 10:22:00,1,686.05,19,5,1,3,513,9,Loyal Customer
12659.0,2011-11-10 11:53:00,1,91.68,30,4,1,1,411,6,Needs Attention
12660.0,2011-11-28 13:26:00,1,245.1,11,5,1,1,511,7,Needs Attention
12661.0,2010-09-29 16:46:00,1,162.0,436,1,1,1,111,3,At Risk
12662.0,2011-12-09 11:59:00,20,6988.02,1,5,5,5,555,15,Top Customer
12663.0,2010-03-25 09:40:00,2,239.4,625,1,2,1,121,4,At Risk
